site_name,latitude,longitude,site_type,population,state,source_sheet
face to face,9.68321,12.00329,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.68359,12.00119,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.6836,12.0012,Returnees,Returnees,Adamawa,Data
face to face,9.68323,12.0033,Returnees,Returnees,Adamawa,Data
face to face,9.68524,12.10029,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.685229,12.10089,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.70337,12.21351,Returnees,Returnees,Adamawa,Data
face to face,9.70339,12.21357,Returnees,Returnees,Adamawa,Data
face to face,9.88505,12.01937,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.89832,12.00636,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.90231,12.00905,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.89784,12.00804,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.89814,12.00478,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.77337,12.05382,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.79374,12.05787,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.81728,12.29461,Returnees,Returnees,Adamawa,Data
face to face,9.84437,12.2885,Returnees,Returnees,Adamawa,Data
face to face,9.81441,12.31879,Returnees,Returnees,Adamawa,Data
face to face,9.6922,12.7282,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.67798,12.73843,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.02685,12.66115,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.02584,12.66036,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,10.03412,12.66117,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.8309,12.6177,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.82263,12.62907,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.81827,12.626811,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.831878,12.62672,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.82975,12.61235,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.82888,12.62277,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.835598,12.619283,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.80365,12.62461,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.77001,12.58495,Returnees,Returnees,Adamawa,Data
face to face,9.77051,12.584,Returnees,Returnees,Adamawa,Data
face to face,9.732833,12.562788,IDPs,IDPs Resettled,Adamawa,Data
face to face,7.3534,10.1732,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.65215,12.55587,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.65323,12.55939,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.751997,12.656799,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.76656,12.65406,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.81497,12.89042,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.85779,12.95065,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.85975,12.94973,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.904684,13.055714,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.986395,12.95173,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,8.11743,12.04325,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,8.11671,12.04993,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,8.1313,12.0454,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27483,12.45659,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28399,12.45645,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27876,12.45354,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28072,12.42778,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28576,12.44795,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28184,12.46429,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.25781,12.46907,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.26059,12.47697,IDPs,Integrated,Adamawa,Data
face to face,9.23451,12.43089,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27202,12.44429,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27105,12.41369,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.29787,12.40324,IDPs,Integrated,Adamawa,Data
face to face,9.24591,12.42556,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.22931,12.4346,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.24776,12.44425,IDPs,Integrated,Adamawa,Data
face to face,9.28539,12.46273,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28598,12.46113,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28044,12.45389,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.2701,12.4484,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28026,12.44682,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.284,12.44112,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28212,12.45891,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28137,12.45315,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
remotely  phone call,9.20922,12.51337,IDPs,Integrated,Adamawa,Data
face to face,9.20929,12.51336,IDPs,Integrated,Adamawa,Data
face to face,9.20111,12.49594,IDPs,Integrated,Adamawa,Data
face to face,9.19245,12.46966,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.17216,12.48246,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.1114021,12.3297704,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.12249,12.34726,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.16658,12.46848,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.2052,12.45641,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.21443,12.44284,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.15587,12.40353,IDPs,IDPs in camp,Adamawa,Data
face to face,9.1225,12.34728,IDPs,IDPs in camp,Adamawa,Data
face to face,9.21292,12.48311,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.21194,12.48434,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.21436,12.47721,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.1915,12.51585,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.20271,12.47723,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.25765,12.39429,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27541,12.37631,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.32712,12.32408,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27388,12.39005,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.27222,12.41077,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28795,12.34296,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.3919,12.354,Returnees,Returnees,Adamawa,Data
face to face,9.19624,12.38553,IDPs,IDPs in camp,Adamawa,Data
face to face,9.19288,12.37614,IDPs,IDPs in camp,Adamawa,Data
face to face,9.25212,12.38243,IDPs,IDPs in camp,Adamawa,Data
face to face,9.29031,12.22853,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28846,12.22958,IDPs,IDPs dispersed in Host Communities,Adamawa,Data
face to face,9.28839,12.25115,IDPs,IDPs in camp,Adamawa,Data
face to face,10.64869,12.90748,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.65308,12.91042,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.65309,12.91041,Returnees,Returnees,Borno,Data
face to face,10.64859,12.90744,Returnees,Returnees,Borno,Data
face to face,10.6476,12.911,Returnees,Returnees,Borno,Data
face to face,10.64827,12.90729,Returnees,Returnees,Borno,Data
face to face,10.65075,12.90306,Returnees,Returnees,Borno,Data
face to face,10.60139,13.0295,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.60137,13.02953,Returnees,Returnees,Borno,Data
face to face,10.59235,13.03781,Returnees,Returnees,Borno,Data
face to face,10.60113,13.0303,Returnees,Returnees,Borno,Data
face to face,10.7561,13.2153,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.75095,13.21548,Returnees,Returnees,Borno,Data
face to face,10.57785,13.22345,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.49331,13.23526,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.49334,13.23528,Returnees,Returnees,Borno,Data
remotely  phone call,10.63214,13.19548,Returnees,Returnees,Borno,Data
face to face,10.57784,13.22305,Returnees,Returnees,Borno,Data
face to face,10.57792,13.21894,Returnees,Returnees,Borno,Data
face to face,10.7477,13.2193,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.7417,13.2198,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.68755,13.27246,Returnees,Returnees,Borno,Data
face to face,10.67939,13.27157,Returnees,Returnees,Borno,Data
face to face,10.68757,13.27248,Returnees,Returnees,Borno,Data
face to face,10.68239,13.27199,Returnees,Returnees,Borno,Data
face to face,10.69363,13.26958,IDPs,IDPs in camp,Borno,Data
face to face,10.67739,13.27159,IDPs,Integrated,Borno,Data
face to face,10.72975,13.12569,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.7332,13.12469,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.7323,13.12468,Returnees,Returnees,Borno,Data
face to face,10.73371,13.12547,Returnees,Returnees,Borno,Data
face to face,10.72973,13.1257,Returnees,Returnees,Borno,Data
face to face,10.45303,13.20628,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.455296,13.213241,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.45964,13.22197,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.45397,13.20816,Returnees,Returnees,Borno,Data
face to face,10.45292,13.20657,Returnees,Returnees,Borno,Data
face to face,10.45996,13.22233,Returnees,Returnees,Borno,Data
face to face,10.49691,13.12204,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.52618,13.12951,Returnees,Returnees,Borno,Data
face to face,10.49576,13.12316,Returnees,Returnees,Borno,Data
face to face,10.49689,13.12201,Returnees,Returnees,Borno,Data
face to face,10.49698,13.12129,Returnees,Returnees,Borno,Data
face to face,10.52615,13.12949,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.52557,13.13041,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.52617,13.1295,Returnees,Returnees,Borno,Data
face to face,10.52656,13.13184,Returnees,Returnees,Borno,Data
face to face,10.52624,13.12915,Returnees,Returnees,Borno,Data
face to face,10.64804,12.90746,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.648,12.9103,Returnees,Returnees,Borno,Data
face to face,10.64813,12.90738,Returnees,Returnees,Borno,Data
face to face,10.64876,12.90706,Returnees,Returnees,Borno,Data
face to face,10.64814,12.90757,IDPs,IDPs in camp,Borno,Data
face to face,11.259,14.13969,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.2551,14.14798,Returnees,Returnees,Borno,Data
face to face,11.25804,14.15381,IDPs,IDPs in camp,Borno,Data
face to face,11.52226,13.69902,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.53054,13.69429,Returnees,Returnees,Borno,Data
face to face,11.52228,13.69905,Returnees,Returnees,Borno,Data
face to face,11.51668,13.69808,Returnees,Returnees,Borno,Data
face to face,11.537482,13.689057,Returnees,Returnees,Borno,Data
face to face,11.512545,13.688889,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.49978,13.70249,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.52205,13.69659,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.53406,13.68425,Returnees,Returnees,Borno,Data
face to face,11.53178,13.68212,Returnees,Returnees,Borno,Data
face to face,11.5313,13.6817,Returnees,Returnees,Borno,Data
face to face,11.52648,13.68064,Returnees,Returnees,Borno,Data
face to face,11.512513,13.689068,Returnees,Returnees,Borno,Data
face to face,11.51333,13.69823,Returnees,Returnees,Borno,Data
face to face,11.53128,13.68168,Returnees,Returnees,Borno,Data
face to face,11.522428,13.68249,Returnees,Returnees,Borno,Data
face to face,11.52208,13.6966,Returnees,Returnees,Borno,Data
face to face,11.5159,13.68908,Returnees,Returnees,Borno,Data
face to face,11.50535,13.68579,IDPs,IDPs in camp,Borno,Data
face to face,10.62269,11.73514,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.35058,11.61224,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.37071,11.66054,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.5594301,11.631103,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.55214,11.61878,Returnees,Returnees,Borno,Data
face to face,10.32273,11.58668,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.25032,11.69933,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.22301,11.62221,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.44356,11.70516,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.38255,11.69377,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.66854,11.80925,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.68131,11.79264,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.91835,12.08762,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.90695,12.08901,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.90773,12.08875,Returnees,Returnees,Borno,Data
face to face,10.91837,12.08702,Returnees,Returnees,Borno,Data
face to face,10.78128,11.94219,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.78668,11.85262,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.625075,12.175978,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.621252,12.166884,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.610128,12.12409,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.605253,12.108539,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.624297,12.144602,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.76693,12.02254,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.77918,12.01972,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.77371,12.21716,Returnees,Returnees,Borno,Data
face to face,10.7782,12.231,Returnees,Returnees,Borno,Data
face to face,10.77636,12.22407,Returnees,Returnees,Borno,Data
face to face,10.61394,12.192376,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.618047,12.174888,IDPs,IDPs in camp,Borno,Data
face to face,10.69768,12.33274,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.69766,12.33273,Returnees,Returnees,Borno,Data
face to face,10.733093,12.14781,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.72761,12.14937,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.612528,12.197504,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.598319,12.217912,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.591561,12.207921,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.625694,12.187153,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.617293,12.197492,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.87085,12.8526,IDPs,Integrated,Borno,Data
face to face,10.870802,12.8528,Returnees,Returnees,Borno,Data
face to face,10.86678,12.85013,Returnees,Returnees,Borno,Data
face to face,10.86805,12.84832,Returnees,Returnees,Borno,Data
face to face,10.87313,12.8554,Returnees,Returnees,Borno,Data
face to face,10.8671359,12.8401584,IDPs,IDPs in camp,Borno,Data
face to face,10.86691,12.85017,IDPs,Integrated,Borno,Data
face to face,10.86807,12.84834,IDPs,Integrated,Borno,Data
face to face,10.84187,12.85447,IDPs,Integrated,Borno,Data
face to face,10.87316,12.8556,IDPs,Integrated,Borno,Data
face to face,10.86762,12.84524,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.86889,12.84341,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.87254,12.84354,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.871615,12.849782,Returnees,Returnees,Borno,Data
face to face,10.870843,12.843437,Returnees,Returnees,Borno,Data
face to face,10.866782,12.845644,Returnees,Returnees,Borno,Data
remotely  phone call,10.90398,12.85174,Returnees,Returnees,Borno,Data
remotely  phone call,10.91213,12.87808,IDPs,Integrated,Borno,Data
remotely  phone call,10.90393,12.85172,IDPs,Integrated,Borno,Data
face to face,10.86703,12.84417,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.87077,12.84083,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.83052,12.79877,Returnees,Returnees,Borno,Data
face to face,10.86705,12.84419,Returnees,Returnees,Borno,Data
face to face,10.87079,12.84081,Returnees,Returnees,Borno,Data
remotely  phone call,10.8424529,12.8537163,Returnees,Returnees,Borno,Data
face to face,10.90738,12.83177,Returnees,Returnees,Borno,Data
face to face,10.8668,12.8396,IDPs,Integrated,Borno,Data
face to face,10.90736,12.83056,IDPs,Integrated,Borno,Data
remotely  phone call,10.70418,12.98398,Returnees,Returnees,Borno,Data
remotely  phone call,10.74749,12.82418,Returnees,Returnees,Borno,Data
remotely  phone call,10.70561,12.98184,IDPs,Integrated,Borno,Data
remotely  phone call,10.7481,12.92295,IDPs,Integrated,Borno,Data
remotely  phone call,10.82493,12.98664,Returnees,Returnees,Borno,Data
remotely  phone call,10.81755,12.9887,Returnees,Returnees,Borno,Data
remotely  phone call,10.81961,12.99015,Returnees,Returnees,Borno,Data
remotely  phone call,10.816531,12.995497,Returnees,Returnees,Borno,Data
remotely  phone call,10.82747,12.9849,IDPs,Integrated,Borno,Data
remotely  phone call,10.8672,12.70936,Returnees,Returnees,Borno,Data
remotely  phone call,10.85608,12.7044,Returnees,Returnees,Borno,Data
remotely  phone call,10.86718,12.70934,IDPs,Integrated,Borno,Data
remotely  phone call,10.85606,12.7046,IDPs,Integrated,Borno,Data
remotely  phone call,10.8807,12.92303,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.8779,12.92553,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.88723,12.90319,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.892563,12.918764,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.8809,12.92301,Returnees,Returnees,Borno,Data
remotely  phone call,10.84738,12.97431,Returnees,Returnees,Borno,Data
remotely  phone call,10.86206,12.96182,Returnees,Returnees,Borno,Data
remotely  phone call,10.89066,12.9016,Returnees,Returnees,Borno,Data
remotely  phone call,10.89253,12.91934,Returnees,Returnees,Borno,Data
remotely  phone call,10.862761,12.961415,IDPs,Integrated,Borno,Data
remotely  phone call,10.77409,12.87788,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.77664,12.87364,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.775547,12.873601,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.72804,12.88645,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.80709,12.87117,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.76833,12.7963,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.757724,12.815737,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.772768,12.873895,Returnees,Returnees,Borno,Data
remotely  phone call,10.77662,12.817364,Returnees,Returnees,Borno,Data
remotely  phone call,10.758713,12.819603,Returnees,Returnees,Borno,Data
remotely  phone call,10.79547,12.7422,Returnees,Returnees,Borno,Data
remotely  phone call,10.76835,12.79628,Returnees,Returnees,Borno,Data
remotely  phone call,10.77689,12.87309,Returnees,Returnees,Borno,Data
remotely  phone call,10.77407,12.87778,Returnees,Returnees,Borno,Data
remotely  phone call,10.93149,12.76949,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.92005,12.77461,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.94705,12.77447,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.92003,12.77464,Returnees,Returnees,Borno,Data
remotely  phone call,10.93151,12.76947,Returnees,Returnees,Borno,Data
remotely  phone call,10.94703,12.77445,Returnees,Returnees,Borno,Data
remotely  phone call,10.77694,12.94988,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.777218,12.916088,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.799626,12.916215,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.77661,12.9508,Returnees,Returnees,Borno,Data
remotely  phone call,10.769868,12.93374,Returnees,Returnees,Borno,Data
remotely  phone call,10.794977,12.921741,Returnees,Returnees,Borno,Data
remotely  phone call,10.84914,12.7753,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,10.79584,12.82312,Returnees,Returnees,Borno,Data
remotely  phone call,10.86783,12.76711,Returnees,Returnees,Borno,Data
remotely  phone call,10.84912,12.77529,Returnees,Returnees,Borno,Data
remotely  phone call,10.7491,12.7325,IDPs,Integrated,Borno,Data
remotely  phone call,10.79586,12.72319,IDPs,Integrated,Borno,Data
remotely  phone call,10.86733,12.76713,IDPs,Integrated,Borno,Data
remotely  phone call,10.79463,12.72385,IDPs,Integrated,Borno,Data
remotely  phone call,11.02772,12.70409,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.04303,12.70417,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.08311,12.68416,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.04656,12.64572,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.04414,12.64592,Returnees,Returnees,Borno,Data
face to face,11.17723,12.78599,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.17229,12.78899,Returnees,Returnees,Borno,Data
face to face,11.15117,12.75504,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.16223,12.75911,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.17156,12.75989,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.16193,12.76393,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.14439,12.75932,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.17158,12.75987,Returnees,Returnees,Borno,Data
face to face,11.16225,12.75913,Returnees,Returnees,Borno,Data
face to face,11.15115,12.76504,Returnees,Returnees,Borno,Data
face to face,11.14434,12.74932,Returnees,Returnees,Borno,Data
face to face,11.15192,12.76395,Returnees,Returnees,Borno,Data
face to face,11.16636,12.75654,IDPs,IDPs in camp,Borno,Data
face to face,11.16132,12.75653,IDPs,IDPs in camp,Borno,Data
face to face,11.14815,12.75235,IDPs,IDPs in camp,Borno,Data
face to face,11.16781,12.76223,IDPs,IDPs in camp,Borno,Data
face to face,11.15373,12.76853,IDPs,IDPs in camp,Borno,Data
face to face,11.14656,12.75599,IDPs,IDPs in camp,Borno,Data
face to face,11.16283,12.7547,IDPs,IDPs in camp,Borno,Data
face to face,11.16447,12.75875,IDPs,IDPs in camp,Borno,Data
face to face,11.15796,12.75827,IDPs,IDPs in camp,Borno,Data
face to face,11.17004,12.70484,IDPs,IDPs in camp,Borno,Data
face to face,11.16569,12.77527,IDPs,IDPs in camp,Borno,Data
face to face,11.02295,12.79515,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.05478,12.8196,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,10.9992,12.78367,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.02298,12.79517,Returnees,Returnees,Borno,Data
face to face,11.05807,12.80824,Returnees,Returnees,Borno,Data
face to face,10.9996,12.78369,Returnees,Returnees,Borno,Data
face to face,11.15866,12.74846,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.14588,12.76624,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.13735,12.74988,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.12105,12.17373,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.12434,12.75379,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.12773,12.74337,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.09849,12.74725,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.03822,12.7569,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.04338,12.75216,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.06233,12.75224,IDPs,IDPs dispersed in Host Communities,Borno,Data
remotely  phone call,11.11003,12.75085,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,11.12432,12.75649,Returnees,Returnees,Borno,Data
face to face,11.13732,12.74986,Returnees,Returnees,Borno,Data
face to face,11.12771,12.74335,Returnees,Returnees,Borno,Data
face to face,11.14586,12.76026,Returnees,Returnees,Borno,Data
face to face,11.15864,12.78646,Returnees,Returnees,Borno,Data
face to face,11.0985,12.74727,Returnees,Returnees,Borno,Data
remotely  phone call,11.03812,12.75682,Returnees,Returnees,Borno,Data
face to face,11.045618,12.75215,Returnees,Returnees,Borno,Data
face to face,11.11006,12.76085,Returnees,Returnees,Borno,Data
remotely  phone call,11.1458,12.76024,Returnees,Returnees,Borno,Data
face to face,11.06231,12.75214,Returnees,Returnees,Borno,Data
face to face,12.035292,13.917138,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.037866,13.917886,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.03934,13.90714,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.036795,13.917202,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.039738,13.922611,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.030945,13.920738,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.031746,13.923214,IDPs,IDPs dispersed in Host Communities,Borno,Data
face to face,12.035229,13.923286,Returnees,Returnees,Borno,Data
face to face,12.038718,13.909242,Returnees,Returnees,Borno,Data
face to face,12.036815,13.917169,Returnees,Returnees,Borno,Data
face to face,12.035277,13.917201,Returnees,Returnees,Borno,Data
face to face,12.035708,13.919669,Returnees,Returnees,Borno,Data
face to face,12.031734,13.923233,Returnees,Returnees,Borno,Data
face to face,12.043037,13.9189,Returnees,Returnees,Borno,Data
face to face,12.039707,13.922607,Returnees,Returnees,Borno,Data
face to face,12.038088,13.9209,IDPs,IDPs in camp,Borno,Data
face to face,12.04486,13.90153,IDPs,IDPs in camp,Borno,Data
